window_id,image_path,xmin,ymin,xmax,ymax,label
14_073_1_0055_53,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,521,176,601,256,0
14_073_1_0055_54,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,577,191,657,271,0
14_073_1_0055_55,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,620,219,700,299,0
14_073_1_0055_56,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,582,173,662,253,0
14_073_1_0055_57,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,605,258,685,338,0
14_073_1_0055_58,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,657,309,737,389,0
14_073_1_0055_59,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,711,362,791,442,0
14_073_1_0055_60,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,714,415,794,495,0
14_073_1_0055_61,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,694,441,774,521,0
14_073_1_0055_62,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,650,411,730,491,0
14_073_1_0055_63,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,624,394,704,474,0
14_073_1_0055_64,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,625,343,705,423,0
14_073_1_0055_65,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,609,287,689,367,0
14_073_1_0055_66,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,574,300,654,380,0
14_073_1_0055_67,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,568,260,648,340,0
14_073_1_0055_68,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,501,213,581,293,0
14_073_1_0055_69,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,478,240,558,320,1
14_073_1_0055_70,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,449,300,529,380,0
14_073_1_0055_71,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,426,261,506,341,0
14_073_1_0055_72,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,478,261,558,341,1
14_073_1_0055_73,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,511,300,591,380,1
14_073_1_0055_74,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,387,225,467,305,0
14_073_1_0055_75,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,621,268,701,348,0
14_073_1_0055_76,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,684,300,764,380,0
14_073_1_0055_77,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,745,327,825,407,0
14_073_1_0055_78,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,734,368,814,448,0
14_073_1_0055_79,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,639,330,719,410,0
14_073_1_0055_80,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,642,442,722,522,0
14_073_1_0055_81,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,660,478,740,558,0
14_073_1_0055_82,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,646,528,726,608,0
14_073_1_0055_83,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,586,513,666,593,0
14_073_1_0055_84,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,615,549,695,629,0
14_073_1_0055_85,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,626,613,706,693,0
14_073_1_0055_86,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,667,677,747,757,0
14_073_1_0055_87,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,689,741,769,821,0
14_073_1_0055_88,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,683,750,763,830,0
14_073_1_0055_89,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,631,723,711,803,0
14_073_1_0055_90,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,655,715,735,795,0
14_073_1_0055_91,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,701,576,781,656,0
14_073_1_0055_92,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,664,555,744,635,0
14_073_1_0055_93,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,728,472,808,552,0
14_073_1_0055_94,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,755,433,835,513,0
14_073_1_0055_95,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,743,385,823,465,0
14_073_1_0055_96,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,765,411,845,491,0
14_073_1_0055_97,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,761,343,841,423,0
14_073_1_0055_98,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,765,321,845,401,0
14_073_1_0055_99,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,637,441,717,521,0
14_073_1_0055_100,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\073\1\14_073_1_0055_processed.png,502,266,582,346,1
14_087_3_0055_1,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,603,215,683,295,0
14_087_3_0055_2,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,629,238,709,318,0
14_087_3_0055_3,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,625,203,705,283,0
14_087_3_0055_4,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,668,211,748,291,0
14_087_3_0055_5,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,710,224,790,304,0
14_087_3_0055_6,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,719,242,799,322,0
14_087_3_0055_7,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,719,251,799,331,0
14_087_3_0055_8,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,705,227,785,307,0
14_087_3_0055_9,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,646,232,726,312,0
14_087_3_0055_10,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,596,214,676,294,0
14_087_3_0055_11,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,613,256,693,336,0
14_087_3_0055_12,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,579,236,659,316,0
14_087_3_0055_13,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,552,208,632,288,0
14_087_3_0055_14,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,529,205,609,285,0
14_087_3_0055_15,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,536,227,616,307,0
14_087_3_0055_16,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,514,227,594,307,0
14_087_3_0055_17,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,500,201,580,281,0
14_087_3_0055_18,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,462,196,542,276,0
14_087_3_0055_19,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,446,213,526,293,0
14_087_3_0055_20,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,431,261,511,341,0
14_087_3_0055_21,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,465,277,545,357,0
14_087_3_0055_22,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,459,320,539,400,0
14_087_3_0055_23,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,488,352,568,432,0
14_087_3_0055_24,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,475,414,555,494,0
14_087_3_0055_25,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,490,457,570,537,0
14_087_3_0055_26,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,448,374,528,454,0
14_087_3_0055_27,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,436,332,516,412,0
14_087_3_0055_28,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,413,317,493,397,0
14_087_3_0055_29,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,392,347,472,427,0
14_087_3_0055_30,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,425,355,505,435,0
14_087_3_0055_31,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,437,300,517,380,0
14_087_3_0055_32,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,416,213,496,293,0
14_087_3_0055_33,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,395,172,475,252,0
14_087_3_0055_34,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,365,129,445,209,0
14_087_3_0055_35,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,328,94,408,174,0
14_087_3_0055_36,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,286,63,366,143,1
14_087_3_0055_37,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,246,52,326,132,1
14_087_3_0055_38,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,238,35,318,115,1
14_087_3_0055_39,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,269,15,349,95,1
14_087_3_0055_40,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,234,7,314,87,1
14_087_3_0055_41,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,226,0,306,80,0
14_087_3_0055_42,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,200,0,280,80,0
14_087_3_0055_43,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,215,19,295,99,1
14_087_3_0055_44,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,185,29,265,109,0
14_087_3_0055_45,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,143,10,223,90,0
14_087_3_0055_46,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,105,17,185,97,0
14_087_3_0055_47,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,87,13,167,93,0
14_087_3_0055_48,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,81,36,161,116,0
14_087_3_0055_49,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,65,79,145,159,0
14_087_3_0055_50,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,50,121,130,201,0
14_087_3_0055_51,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,34,163,114,243,0
14_087_3_0055_52,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,13,206,93,286,0
14_087_3_0055_53,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,0,195,80,275,0
14_087_3_0055_54,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,0,152,80,232,0
14_087_3_0055_55,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,0,110,80,190,0
14_087_3_0055_56,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,189,32,269,112,0
14_087_3_0055_57,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,272,47,352,127,1
14_087_3_0055_58,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,313,60,393,140,0
14_087_3_0055_59,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,324,34,404,114,0
14_087_3_0055_60,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,291,24,371,104,1
14_087_3_0055_61,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,331,19,411,99,0
14_087_3_0055_62,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,363,0,443,80,0
14_087_3_0055_63,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,334,0,414,80,0
14_087_3_0055_64,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,296,0,376,80,0
14_087_3_0055_65,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,274,6,354,86,0
14_087_3_0055_66,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,291,0,371,80,0
14_087_3_0055_67,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,341,74,421,154,0
14_087_3_0055_68,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,379,83,459,163,0
14_087_3_0055_69,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,412,100,492,180,0
14_087_3_0055_70,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,440,120,520,200,0
14_087_3_0055_71,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,457,161,537,241,0
14_087_3_0055_72,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,497,180,577,260,0
14_087_3_0055_73,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,523,172,603,252,0
14_087_3_0055_74,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,504,136,584,216,0
14_087_3_0055_75,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,477,99,557,179,0
14_087_3_0055_76,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,452,71,532,151,0
14_087_3_0055_77,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,417,51,497,131,0
14_087_3_0055_78,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,374,30,454,110,0
14_087_3_0055_79,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,347,50,427,130,0
14_087_3_0055_80,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,380,67,460,147,0
14_087_3_0055_81,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,388,124,468,204,0
14_087_3_0055_82,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,399,126,479,206,0
14_087_3_0055_83,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,418,135,498,215,0
14_087_3_0055_84,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,426,158,506,238,0
14_087_3_0055_85,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,489,151,569,231,0
14_087_3_0055_86,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,486,164,566,244,0
14_087_3_0055_87,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,516,176,596,256,0
14_087_3_0055_88,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,505,187,585,267,0
14_087_3_0055_89,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,522,193,602,273,0
14_087_3_0055_90,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,535,170,615,250,0
14_087_3_0055_91,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,571,221,651,301,0
14_087_3_0055_92,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,448,114,528,194,0
14_087_3_0055_93,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,420,72,500,152,0
14_087_3_0055_94,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,419,76,499,156,0
14_087_3_0055_95,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,330,124,410,204,0
14_087_3_0055_96,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,314,166,394,246,0
14_087_3_0055_97,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,405,202,485,282,0
14_087_3_0055_98,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,635,297,715,377,0
14_087_3_0055_99,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,323,0,403,80,0
14_087_3_0055_100,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\087\3\14_087_3_0055_processed.png,245,48,325,128,1
14_077_6_0085_1,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,603,215,683,295,0
14_077_6_0085_2,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,596,171,676,251,0
14_077_6_0085_3,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,537,142,617,222,0
14_077_6_0085_4,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,483,123,563,203,0
14_077_6_0085_5,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,445,106,525,186,0
14_077_6_0085_6,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,396,104,476,184,0
14_077_6_0085_7,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,403,112,483,192,0
14_077_6_0085_8,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,366,88,446,168,0
14_077_6_0085_9,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,340,74,420,154,0
14_077_6_0085_10,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,384,67,464,147,0
14_077_6_0085_11,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,440,133,520,213,0
14_077_6_0085_12,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,493,180,573,260,1
14_077_6_0085_13,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,464,139,544,219,0
14_077_6_0085_14,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,448,195,528,275,1
14_077_6_0085_15,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,391,184,471,264,0
14_077_6_0085_16,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,359,215,439,295,0
14_077_6_0085_17,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,350,169,430,249,0
14_077_6_0085_18,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,391,243,471,323,0
14_077_6_0085_19,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,329,253,409,333,0
14_077_6_0085_20,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,267,249,347,329,0
14_077_6_0085_21,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,203,231,283,311,0
14_077_6_0085_22,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,136,203,216,283,0
14_077_6_0085_23,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,191,176,271,256,0
14_077_6_0085_24,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,199,214,279,294,0
14_077_6_0085_25,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,274,203,354,283,0
14_077_6_0085_26,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,314,171,394,251,0
14_077_6_0085_27,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,258,163,338,243,0
14_077_6_0085_28,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,199,169,279,249,0
14_077_6_0085_29,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,244,114,324,194,0
14_077_6_0085_30,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,277,75,357,155,0
14_077_6_0085_31,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,334,74,414,154,0
14_077_6_0085_32,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,339,138,419,218,0
14_077_6_0085_33,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,323,150,403,230,0
14_077_6_0085_34,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,333,258,413,338,0
14_077_6_0085_35,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\077\6\14_077_6_0085_processed.png,223,225,303,305,0
